Open,High,Low,Close,Adj Close,Volume
79.08999633789062,79.12000274658203,77.63999938964844,78.83000183105469,75.16730499267578,543300
78.88999938964844,79.75,78.23999786376953,78.5,74.85263061523438,584200
78.88999938964844,80.51000213623047,78.55000305175781,80.48999786376953,76.75016784667969,679600
80.19000244140625,80.33000183105469,78.52999877929688,78.87999725341797,75.21497344970703,1021900
79.30000305175781,79.81999969482422,78.73999786376953,78.83999633789062,75.17683410644531,845300
78.88999938964844,79.41999816894531,77.61000061035156,78.20999908447266,74.57609558105469,804800
78.05999755859375,78.87999725341797,77.43000030517578,78.2300033569336,74.59517669677734,849000
78.4000015258789,78.41000366210938,76.8499984741211,77.33999633789062,73.74652099609375,558700
77.43000030517578,78.06999969482422,77.2699966430664,77.54000091552734,73.93724060058594,484200
77.7699966430664,78.20999908447266,76.73999786376953,77.13999938964844,73.55582427978516,387600
76.87999725341797,78.0,76.86000061035156,77.81999969482422,74.20423126220703,653900
78.81999969482422,78.91000366210938,77.91999816894531,77.95999908447266,74.33772277832031,565100
77.72000122070312,78.75,77.23999786376953,77.9000015258789,74.28050231933594,441200
77.80999755859375,78.11000061035156,77.20999908447266,77.31999969482422,73.72746276855469,371500
77.76000213623047,78.0,75.62999725341797,76.77999877929688,73.2125473022461,615000
75.69999694824219,76.95999908447266,75.41000366210938,75.41000366210938,71.90621185302734,786200
75.3499984741211,75.77999877929688,73.9000015258789,74.41000366210938,70.95267486572266,659900
74.75,75.02999877929688,74.11000061035156,74.51000213623047,71.04802703857422,577700
73.80999755859375,73.83999633789062,71.06999969482422,71.19999694824219,68.67524719238281,853800
71.5199966430664,72.38999938964844,70.41999816894531,71.23999786376953,68.71382904052734,875200
71.7300033569336,73.04000091552734,71.41999816894531,72.22000122070312,69.6590805053711,831800
73.13999938964844,74.5199966430664,72.72000122070312,74.22000122070312,71.58816528320312,1478800
73.63999938964844,74.0999984741211,72.08999633789062,72.80000305175781,70.21852111816406,1287400
72.91000366210938,74.37999725341797,72.47000122070312,74.12000274658203,71.49170684814453,1042900
73.93000030517578,75.13999938964844,72.9000015258789,74.25,71.61709594726562,949800
74.43000030517578,75.12999725341797,71.79000091552734,72.62000274658203,70.04490661621094,665100
72.45999908447266,74.48999786376953,72.36000061035156,73.69000244140625,71.07695770263672,784700
73.80000305175781,73.80000305175781,72.16000366210938,73.37999725341797,70.77794647216797,824000
73.7699966430664,73.7699966430664,72.4000015258789,73.23999786376953,70.64290618896484,481300
73.47000122070312,74.0199966430664,72.58000183105469,73.7300033569336,71.11553955078125,583800
74.01000213623047,74.56999969482422,72.97000122070312,74.52999877929688,71.88716888427734,450500
74.7699966430664,75.5999984741211,74.25,74.54000091552734,71.89682006835938,473600
74.20999908447266,75.72000122070312,73.77999877929688,75.52999877929688,72.8517074584961,830100
75.54000091552734,75.87000274658203,73.72000122070312,75.30999755859375,72.6395034790039,560900
75.94999694824219,76.43000030517578,74.83000183105469,75.19000244140625,72.52377319335938,542200
75.5199966430664,77.69999694824219,74.44000244140625,77.58000183105469,74.82901000976562,664500
77.79000091552734,78.16000366210938,77.3499984741211,77.77999877929688,75.02192687988281,541300
78.18000030517578,79.01000213623047,77.94999694824219,78.31999969482422,75.54277801513672,444900
78.12000274658203,78.9800033569336,78.11000061035156,78.72000122070312,75.9285888671875,493900
77.87999725341797,78.30999755859375,77.0999984741211,77.6500015258789,74.89653778076172,743100
77.66000366210938,77.72000122070312,76.5199966430664,77.43000030517578,74.68433380126953,460900
77.80999755859375,77.80999755859375,75.86000061035156,77.58000183105469,74.82901000976562,453300
77.36000061035156,77.87999725341797,77.27999877929688,77.48999786376953,74.74220275878906,308600
77.70999908447266,78.20999908447266,77.3499984741211,78.0999984741211,75.33057403564453,329200
78.12000274658203,78.12000274658203,76.1500015258789,77.22000122070312,74.48178100585938,620200
76.91999816894531,76.91999816894531,74.31999969482422,74.56999969482422,71.92575073242188,1167800
74.69000244140625,75.45999908447266,73.29000091552734,73.41000366210938,70.806884765625,708600
72.38999938964844,74.51000213623047,72.38999938964844,73.7300033569336,71.11553955078125,733700
73.30999755859375,73.87000274658203,70.86000061035156,71.27999877929688,68.7524185180664,1181200
70.8499984741211,71.0,67.18000030517578,68.19000244140625,65.77198791503906,812200
68.55000305175781,69.66000366210938,67.18000030517578,68.36000061035156,65.93595886230469,1367200
67.61000061035156,68.2699966430664,67.06999969482422,67.4800033569336,65.08716583251953,1626900
67.66000366210938,68.0999984741211,65.12999725341797,65.91999816894531,63.58247756958008,1351400
66.29000091552734,67.97000122070312,66.05000305175781,67.29000091552734,64.90390014648438,925500
67.05000305175781,68.81999969482422,67.05000305175781,68.30999755859375,65.88772583007812,763200
68.54000091552734,70.23999786376953,68.48999786376953,69.95999908447266,67.47921752929688,805700
70.18000030517578,72.23999786376953,70.08000183105469,71.75,69.20574951171875,1063400
71.76000213623047,72.79000091552734,71.45999908447266,72.79000091552734,70.20886993408203,440800
73.0199966430664,73.55999755859375,72.88999938964844,73.16000366210938,70.56575775146484,637900
73.30999755859375,73.83000183105469,71.5199966430664,72.30000305175781,69.73624420166016,1220800
71.52999877929688,73.58000183105469,71.51000213623047,73.12000274658203,70.52717590332031,710900
73.3499984741211,74.91000366210938,73.06999969482422,74.68000030517578,72.03185272216797,717700
74.05999755859375,74.58000183105469,70.12999725341797,71.66000366210938,69.11893463134766,930800
71.68000030517578,72.55000305175781,70.83000183105469,71.9000015258789,69.35043334960938,884100
72.12000274658203,72.41000366210938,70.95999908447266,71.31999969482422,68.7909927368164,578400
71.47000122070312,71.48999786376953,70.37999725341797,70.87000274658203,68.3569564819336,699800
70.80000305175781,71.58000183105469,70.36000061035156,71.47000122070312,68.93567657470703,607000
71.16000366210938,71.88999938964844,70.61000061035156,71.0,68.48234558105469,635600
70.12999725341797,70.75,69.58000183105469,69.94999694824219,67.46956634521484,882700
68.69999694824219,70.58000183105469,68.69999694824219,70.41999816894531,67.92290496826172,670300
70.94999694824219,71.01000213623047,69.38999938964844,70.73999786376953,68.23155975341797,803400
70.3499984741211,70.80999755859375,69.6500015258789,69.93000030517578,67.45028686523438,770400
70.27999877929688,70.5999984741211,69.75,70.20999908447266,67.7203598022461,720100
70.4800033569336,70.5,69.01000213623047,69.66000366210938,67.18986511230469,717600
69.56999969482422,69.66000366210938,68.91999816894531,69.38999938964844,66.92943572998047,656100
69.80000305175781,70.37000274658203,69.30000305175781,70.23999786376953,67.7492904663086,345100
70.05999755859375,71.47000122070312,69.8499984741211,71.43000030517578,68.8970947265625,627900
71.20999908447266,72.47000122070312,71.20999908447266,72.2699966430664,69.70730590820312,647000
72.05999755859375,72.33000183105469,71.37000274658203,72.06999969482422,69.51439666748047,495900
72.87000274658203,73.81999969482422,72.13999938964844,73.69000244140625,71.07695770263672,680200
72.55999755859375,73.63999938964844,72.54000091552734,73.47000122070312,71.69171142578125,1556800
73.62999725341797,74.1500015258789,73.0199966430664,73.80999755859375,72.02347564697266,889400
74.11000061035156,74.72000122070312,73.45999908447266,73.7699966430664,71.98444366455078,1089400
74.30000305175781,75.5999984741211,73.31999969482422,75.2699966430664,73.44813537597656,1467300
75.33000183105469,77.23999786376953,75.01000213623047,76.56999969482422,74.7166748046875,1342900
76.48999786376953,76.48999786376953,74.19000244140625,75.41999816894531,73.5945053100586,898800
76.08999633789062,76.19999694824219,75.0,75.56999969482422,73.74088287353516,575800
76.0,76.33000183105469,75.43000030517578,76.30000305175781,74.45320892333984,600000
76.56999969482422,76.56999969482422,76.01000213623047,76.44999694824219,74.59957885742188,684800
76.36000061035156,76.91999816894531,75.61000061035156,75.69999694824219,73.86772918701172,808600
76.01000213623047,77.33999633789062,76.01000213623047,77.31999969482422,75.44852447509766,643300
77.31999969482422,77.86000061035156,76.83000183105469,77.80000305175781,75.91690063476562,610700
77.81999969482422,78.48999786376953,77.61000061035156,78.25,76.35601043701172,601800
77.79000091552734,78.25,77.37000274658203,77.97000122070312,76.0827865600586,740400
77.9800033569336,78.29000091552734,77.41000366210938,77.87000274658203,75.9852066040039,486300
77.6500015258789,78.36000061035156,77.41000366210938,77.95999908447266,76.07302856445312,2891500
77.38999938964844,77.56999969482422,76.43000030517578,76.86000061035156,74.99964904785156,815600
77.01000213623047,77.0199966430664,75.91000366210938,76.25,74.4044189453125,459100
76.29000091552734,76.5199966430664,75.66000366210938,75.9800033569336,74.14096069335938,443400
76.22000122070312,77.05999755859375,75.75,77.05000305175781,75.18505096435547,411600
77.19000244140625,77.30000305175781,75.87999725341797,75.91999816894531,74.0823974609375,538400
75.7300033569336,76.58000183105469,75.2300033569336,76.13999938964844,74.29707336425781,381700
76.12000274658203,76.5199966430664,75.16000366210938,75.38999938964844,73.56523132324219,706800
75.55999755859375,75.69999694824219,75.06999969482422,75.3499984741211,73.52619934082031,1109000
75.51000213623047,76.37999725341797,75.08000183105469,75.94000244140625,74.1019287109375,653200
76.04000091552734,76.7699966430664,74.7699966430664,74.9000015258789,73.08709716796875,525800
75.0999984741211,75.9000015258789,74.37999725341797,74.52999877929688,72.7260513305664,611800
74.97000122070312,76.80999755859375,74.97000122070312,76.69999694824219,74.8435287475586,432800
