Open,High,Low,Close,Adj Close,Volume
173.3699951171875,175.0399932861328,171.6199951171875,174.64999389648438,173.58102416992188,1394900
174.41000366210938,176.61000061035156,172.0,174.0,172.9350128173828,1545100
171.75999450683594,171.75999450683594,165.6199951171875,166.1699981689453,165.15293884277344,2180100
165.5800018310547,166.6199951171875,162.36000061035156,164.66000366210938,163.6521759033203,2608600
163.61000061035156,165.30999755859375,162.39999389648438,163.86000061035156,162.85708618164062,1522400
161.9600067138672,165.55999755859375,161.66000366210938,162.4499969482422,161.4556884765625,1402500
164.6300048828125,165.9600067138672,162.27999877929688,163.24000549316406,162.24087524414062,1549700
164.16000366210938,176.25,164.00999450683594,175.5399932861328,174.465576171875,3343800
176.1999969482422,181.52000427246094,176.1999969482422,180.50999450683594,179.40516662597656,3631700
179.22999572753906,184.9499969482422,179.22999572753906,183.14999389648438,182.02899169921875,2961100
182.27999877929688,189.5500030517578,182.0500030517578,188.77999877929688,187.62454223632812,2775100
189.0,193.7899932861328,188.77999877929688,190.3000030517578,189.13523864746094,3500700
193.5399932861328,195.89999389648438,183.6999969482422,184.1699981689453,183.04275512695312,2905600
183.75999450683594,184.1699981689453,178.94000244140625,179.49000549316406,178.3914031982422,1872900
178.8699951171875,182.69000244140625,177.00999450683594,182.47999572753906,181.36309814453125,2368300
181.0,183.17999267578125,176.82000732421875,177.25,176.1651153564453,2085100
177.92999267578125,181.8300018310547,175.91000366210938,180.1999969482422,179.09706115722656,1808900
181.72000122070312,186.1699981689453,180.07000732421875,184.55999755859375,183.4303741455078,2335500
182.97000122070312,185.1300048828125,176.9600067138672,177.52000427246094,176.43345642089844,2605500
178.9499969482422,180.32000732421875,173.27999877929688,178.13999938964844,177.04966735839844,2590000
178.64999389648438,178.69000244140625,170.7899932861328,173.0399932861328,171.9808807373047,4135800
176.0,181.57000732421875,172.32000732421875,181.24000549316406,180.13070678710938,4283900
179.69000244140625,183.50999450683594,175.17999267578125,177.66000366210938,176.5726318359375,3174400
178.17999267578125,178.5399932861328,169.27999877929688,172.52000427246094,171.4640655517578,2764100
170.97999572753906,170.97999572753906,162.10000610351562,163.85000610351562,162.84715270996094,4058300
168.05999755859375,170.24000549316406,164.92999267578125,168.08999633789062,167.06117248535156,2594500
167.6199951171875,172.49000549316406,165.7899932861328,166.9600067138672,165.93809509277344,2973800
165.47000122070312,167.30999755859375,159.9600067138672,163.33999633789062,162.34024047851562,2619600
166.0,167.47999572753906,163.75,166.39999389648438,165.6858367919922,2772300
165.6999969482422,166.38999938964844,161.39999389648438,162.3300018310547,161.63330078125,2367900
166.3300018310547,167.32000732421875,162.5,164.86000061035156,164.15245056152344,2302300
162.72999572753906,164.3800048828125,153.00999450683594,154.02000427246094,153.35897827148438,3748400
153.2899932861328,159.58999633789062,152.25,156.94000244140625,156.2664337158203,2228000
159.4199981689453,159.6300048828125,151.42999267578125,155.22999572753906,154.56378173828125,2105800
156.47000122070312,159.16000366210938,153.32000732421875,157.9600067138672,157.28207397460938,1832300
155.67999267578125,156.69000244140625,149.75999450683594,152.63999938964844,151.98489379882812,2303600
151.38999938964844,160.35000610351562,150.77000427246094,159.5500030517578,158.865234375,3079800
160.35000610351562,171.69000244140625,160.35000610351562,170.1699981689453,169.4396514892578,3693100
170.4499969482422,177.0,170.4499969482422,172.55999755859375,171.81939697265625,2387200
171.0500030517578,172.88999938964844,168.3300018310547,171.5800018310547,170.84359741210938,2224800
172.5399932861328,174.0,167.86000061035156,170.58999633789062,169.85784912109375,1729700
170.75,174.5800018310547,170.3800048828125,174.4199981689453,173.67140197753906,1749800
172.7899932861328,175.39999389648438,171.85000610351562,174.64999389648438,173.90042114257812,1370300
177.0,179.24000549316406,175.3000030517578,177.61000061035156,176.84771728515625,1394700
175.77000427246094,177.8300018310547,173.6699981689453,177.17999267578125,176.41957092285156,1336400
175.27000427246094,175.67999267578125,171.77000427246094,173.19000244140625,172.4467010498047,1693500
173.0800018310547,173.0800018310547,167.63999938964844,167.64999389648438,166.9304656982422,1449300
165.02999877929688,167.02000427246094,159.75999450683594,159.8699951171875,159.18385314941406,2736300
154.0,154.57000732421875,149.8699951171875,152.10000610351562,151.4472198486328,4029800
153.86000061035156,154.72999572753906,150.27999877929688,152.22000122070312,151.5666961669922,2667200
154.75999450683594,157.16000366210938,153.1199951171875,154.8000030517578,154.1356201171875,2051200
149.85000610351562,150.8000030517578,144.58999633789062,145.16000366210938,144.53700256347656,2610900
145.83999633789062,147.63999938964844,142.8000030517578,145.22999572753906,144.606689453125,3277500
147.8300018310547,147.99000549316406,141.1699981689453,141.5800018310547,140.9723663330078,3357100
139.44000244140625,141.5800018310547,135.99000549316406,136.4600067138672,135.87432861328125,4112900
137.6699981689453,137.6999969482422,131.00999450683594,133.05999755859375,132.48892211914062,3285700
135.0,141.07000732421875,133.25999450683594,139.38999938964844,138.79176330566406,3075900
139.60000610351562,141.08999633789062,138.33999633789062,140.19000244140625,139.58831787109375,2056500
142.72999572753906,146.05999755859375,138.50999450683594,138.69000244140625,138.0947723388672,2241100
138.69000244140625,139.6199951171875,135.72000122070312,137.72999572753906,137.1388702392578,2621600
135.1199951171875,138.13999938964844,133.07000732421875,136.00999450683594,135.42626953125,3379200
135.74000549316406,139.25,134.6199951171875,139.17999267578125,138.58265686035156,2039900
135.9199981689453,138.75,133.99000549316406,138.69000244140625,138.0947723388672,2367000
138.9499969482422,139.7100067138672,133.5399932861328,135.64999389648438,135.0677947998047,1880400
137.47000122070312,139.80999755859375,136.97000122070312,138.67999267578125,138.0847930908203,2017100
